run_label,vx',vy',vz',r'',hue',gamma',m0'
P_5.0_V_0.01_T_1.0_C_0.0, 7237.691 1 +  463.709 x +  15255.702 y + -11990.707 z +  3855.592 r +  7345.607 hue + -14.611 gamma +  7237.617 m0 + -475.452 1/r^3 +  6147.945 sin(hue) +  3819.326 cos(hue) +  7080.384 m0/gamma +  44.243 K_sync + -6293.254 F_pauli_x +  12446.994 F_pauli_y + -9178.602 F_pauli_z + -19.855 F_torsion,-4394.823 1 + -318.242 x + -9243.678 y +  7298.058 z + -2296.381 r + -4460.351 hue +  8.872 gamma + -4394.780 m0 +  275.405 1/r^3 + -3733.115 sin(hue) + -2319.148 cos(hue) + -4299.967 m0/gamma + -26.055 K_sync +  3675.337 F_pauli_x + -7339.621 F_pauli_y +  4842.289 F_pauli_z +  10.000 F_torsion,-3052.938 1 + -181.971 x + -6442.868 y +  5051.823 z + -1643.112 r + -3098.457 hue +  6.163 gamma + -3052.907 m0 +  203.538 1/r^3 + -2593.271 sin(hue) + -1611.034 cos(hue) + -2986.449 m0/gamma + -18.869 K_sync +  2694.867 F_pauli_x + -5300.683 F_pauli_y +  4029.467 F_pauli_z +  8.907 F_torsion,-8121.223 1 + -2679.763 x + -15745.939 y +  14278.405 z + -1638.561 r + -8242.346 hue +  16.393 gamma + -8121.142 m0 +  750.695 1/r^3 + -6898.466 sin(hue) + -4285.536 cos(hue) + -7930.122 m0/gamma + -47.158 K_sync +  14897.826 F_pauli_x + -17828.664 F_pauli_y +  14367.474 F_pauli_z +  69.170 F_torsion,-0.250 1 +  0.532 x +  0.811 y +  0.419 z +  0.127 r + -0.258 hue + -0.250 m0 + -7.069 1/r^3 + -0.215 sin(hue) + -0.128 cos(hue) +  2.268 m0/gamma + -0.068 F_pauli_x +  0.273 F_pauli_y + -0.163 F_pauli_z, 591476.438 1 +  38412.516 x +  1246454.875 y + -980152.125 z +  314457.250 r +  600295.500 hue + -1194.051 gamma +  591470.562 m0 + -38619.562 1/r^3 +  502420.625 sin(hue) +  312121.938 cos(hue) +  578633.188 m0/gamma +  3601.802 K_sync + -511900.719 F_pauli_x +  1013346.312 F_pauli_y + -737005.938 F_pauli_z + -1588.114 F_torsion, 0.000
P_5.0_V_0.1_T_0.5_C_0.0, 6438.208 1 + -388.720 x +  14433.244 y + -10231.077 z +  4356.625 r +  6534.091 hue + -13.066 gamma +  6438.126 m0 + -550.257 1/r^3 +  5468.786 sin(hue) +  3397.520 cos(hue) +  6348.080 m0/gamma +  10.390 K_sync + -1094.558 F_pauli_x +  14571.935 F_pauli_y +  5993.271 F_pauli_z + -15.290 F_torsion,-3939.054 1 +  230.773 x + -8826.057 y +  6262.498 z + -2656.616 r + -3997.718 hue +  7.994 gamma + -3939.005 m0 +  336.579 1/r^3 + -3345.938 sin(hue) + -2078.686 cos(hue) + -3883.911 m0/gamma + -6.247 K_sync +  673.972 F_pauli_x + -8909.185 F_pauli_y + -3664.168 F_pauli_z +  9.322 F_torsion,-2700.877 1 +  159.465 x + -6052.968 y +  4293.134 z + -1823.435 r + -2741.101 hue +  5.481 gamma + -2700.842 m0 +  231.138 1/r^3 + -2294.197 sin(hue) + -1425.285 cos(hue) + -2663.067 m0/gamma + -4.290 K_sync +  444.677 F_pauli_x + -6123.230 F_pauli_y + -2518.982 F_pauli_z +  6.376 F_torsion,-7991.611 1 + -3235.755 x + -15673.962 y +  14090.747 z + -849.804 r + -8110.638 hue +  16.187 gamma + -7991.500 m0 +  987.540 1/r^3 + -6788.290 sin(hue) + -4217.257 cos(hue) + -7878.827 m0/gamma +  30.042 K_sync +  2367.636 F_pauli_x + -28616.244 F_pauli_y + -9042.379 F_pauli_z +  53.628 F_torsion, 0.195 1 +  0.606 x +  0.534 y +  1.116 z +  0.135 r +  0.195 hue +  0.195 m0 + -5.049 1/r^3 +  0.164 sin(hue) +  2.055 m0/gamma +  0.030 F_pauli_x +  0.302 F_pauli_y +  0.187 F_pauli_z, 523149.875 1 + -31301.289 x +  1172635.625 y + -831450.375 z +  353660.594 r +  530941.125 hue + -1061.679 gamma +  523143.219 m0 + -44723.930 1/r^3 +  444377.438 sin(hue) +  276072.469 cos(hue) +  515826.250 m0/gamma +  839.232 K_sync + -88556.305 F_pauli_x +  1184404.000 F_pauli_y +  487136.875 F_pauli_z + -1240.916 F_torsion, 0.000
P_5.0_V_0.1_T_0.5_C_0.01, 6438.208 1 + -388.720 x +  14433.244 y + -10231.077 z +  4356.625 r +  6534.091 hue + -13.066 gamma +  6438.126 m0 + -550.257 1/r^3 +  5468.786 sin(hue) +  3397.520 cos(hue) +  6348.080 m0/gamma +  10.390 K_sync + -1094.558 F_pauli_x +  14571.935 F_pauli_y +  5993.271 F_pauli_z + -15.290 F_torsion,-3939.054 1 +  230.773 x + -8826.057 y +  6262.498 z + -2656.616 r + -3997.718 hue +  7.994 gamma + -3939.005 m0 +  336.579 1/r^3 + -3345.938 sin(hue) + -2078.686 cos(hue) + -3883.911 m0/gamma + -6.247 K_sync +  673.972 F_pauli_x + -8909.185 F_pauli_y + -3664.168 F_pauli_z +  9.322 F_torsion,-2700.877 1 +  159.465 x + -6052.968 y +  4293.134 z + -1823.435 r + -2741.101 hue +  5.481 gamma + -2700.842 m0 +  231.138 1/r^3 + -2294.197 sin(hue) + -1425.285 cos(hue) + -2663.067 m0/gamma + -4.290 K_sync +  444.677 F_pauli_x + -6123.230 F_pauli_y + -2518.982 F_pauli_z +  6.376 F_torsion,-7991.611 1 + -3235.755 x + -15673.962 y +  14090.747 z + -849.804 r + -8110.638 hue +  16.187 gamma + -7991.500 m0 +  987.540 1/r^3 + -6788.290 sin(hue) + -4217.257 cos(hue) + -7878.827 m0/gamma +  30.042 K_sync +  2367.636 F_pauli_x + -28616.244 F_pauli_y + -9042.379 F_pauli_z +  53.628 F_torsion, 0.195 1 +  0.606 x +  0.534 y +  1.116 z +  0.135 r +  0.195 hue +  0.195 m0 + -5.049 1/r^3 +  0.164 sin(hue) +  2.055 m0/gamma +  0.030 F_pauli_x +  0.302 F_pauli_y +  0.187 F_pauli_z, 523149.875 1 + -31301.289 x +  1172635.625 y + -831450.375 z +  353660.594 r +  530941.125 hue + -1061.679 gamma +  523143.219 m0 + -44723.930 1/r^3 +  444377.438 sin(hue) +  276072.469 cos(hue) +  515826.250 m0/gamma +  839.232 K_sync + -88556.305 F_pauli_x +  1184404.000 F_pauli_y +  487136.875 F_pauli_z + -1240.916 F_torsion, 0.000
P_5.0_V_0.01_T_1.0_C_0.01, 7237.691 1 +  463.709 x +  15255.702 y + -11990.707 z +  3855.592 r +  7345.607 hue + -14.611 gamma +  7237.617 m0 + -475.452 1/r^3 +  6147.945 sin(hue) +  3819.326 cos(hue) +  7080.384 m0/gamma +  44.243 K_sync + -6293.254 F_pauli_x +  12446.994 F_pauli_y + -9178.602 F_pauli_z + -19.855 F_torsion,-4394.823 1 + -318.242 x + -9243.678 y +  7298.058 z + -2296.381 r + -4460.351 hue +  8.872 gamma + -4394.780 m0 +  275.405 1/r^3 + -3733.115 sin(hue) + -2319.148 cos(hue) + -4299.967 m0/gamma + -26.055 K_sync +  3675.337 F_pauli_x + -7339.621 F_pauli_y +  4842.289 F_pauli_z +  10.000 F_torsion,-3052.938 1 + -181.971 x + -6442.868 y +  5051.823 z + -1643.112 r + -3098.457 hue +  6.163 gamma + -3052.907 m0 +  203.538 1/r^3 + -2593.271 sin(hue) + -1611.034 cos(hue) + -2986.449 m0/gamma + -18.869 K_sync +  2694.867 F_pauli_x + -5300.683 F_pauli_y +  4029.467 F_pauli_z +  8.907 F_torsion,-8121.223 1 + -2679.763 x + -15745.939 y +  14278.405 z + -1638.561 r + -8242.346 hue +  16.393 gamma + -8121.142 m0 +  750.695 1/r^3 + -6898.466 sin(hue) + -4285.536 cos(hue) + -7930.122 m0/gamma + -47.158 K_sync +  14897.826 F_pauli_x + -17828.664 F_pauli_y +  14367.474 F_pauli_z +  69.170 F_torsion,-0.250 1 +  0.532 x +  0.811 y +  0.419 z +  0.127 r + -0.258 hue + -0.250 m0 + -7.069 1/r^3 + -0.215 sin(hue) + -0.128 cos(hue) +  2.268 m0/gamma + -0.068 F_pauli_x +  0.273 F_pauli_y + -0.163 F_pauli_z, 591476.438 1 +  38412.516 x +  1246454.875 y + -980152.125 z +  314457.250 r +  600295.500 hue + -1194.051 gamma +  591470.562 m0 + -38619.562 1/r^3 +  502420.625 sin(hue) +  312121.938 cos(hue) +  578633.188 m0/gamma +  3601.802 K_sync + -511900.719 F_pauli_x +  1013346.312 F_pauli_y + -737005.938 F_pauli_z + -1588.114 F_torsion, 0.000
P_6.0_V_0.0_T_0.5_C_0.0, 4856.379 1 + -56.365 x +  10379.401 y + -7475.401 z +  3243.764 r +  4928.507 hue + -4.405 gamma +  4856.332 m0 + -801.888 1/r^3 +  4125.016 sin(hue) +  2562.946 cos(hue) +  4597.479 m0/gamma +  22.448 K_sync + -3771.532 F_pauli_x + -8161.765 F_pauli_y +  24916.334 F_pauli_z + -21.310 F_torsion,-2954.803 1 +  31.539 x + -6313.474 y +  4549.271 z + -1970.229 r + -2998.689 hue +  2.680 gamma + -2954.772 m0 +  487.812 1/r^3 + -2509.813 sin(hue) + -1559.392 cos(hue) + -2797.278 m0/gamma + -13.640 K_sync +  2294.188 F_pauli_x +  4966.759 F_pauli_y + -15155.229 F_pauli_z +  12.949 F_torsion,-1832.607 1 +  20.323 x + -3916.200 y +  2821.255 z + -1222.911 r + -1859.825 hue +  1.662 gamma + -1832.587 m0 +  302.767 1/r^3 + -1556.620 sin(hue) + -967.155 cos(hue) + -1734.909 m0/gamma + -8.461 K_sync +  1423.389 F_pauli_x +  3084.929 F_pauli_y + -9407.075 F_pauli_z +  8.044 F_torsion,-6440.222 1 + -4033.007 x + -11163.327 y +  11324.143 z +  760.496 r + -6535.879 hue +  5.824 gamma + -6440.156 m0 +  1261.179 1/r^3 + -5470.338 sin(hue) + -3398.810 cos(hue) + -6097.534 m0/gamma +  25.366 K_sync +  6486.540 F_pauli_x +  10414.000 F_pauli_y + -38598.156 F_pauli_z +  79.537 F_torsion, 0.404 1 + -0.104 x + -0.337 y +  0.558 z +  0.070 r +  0.410 hue +  0.404 m0 + -3.580 1/r^3 +  0.343 sin(hue) +  0.213 cos(hue) +  0.660 m0/gamma + -0.030 F_pauli_x + -0.113 F_pauli_y +  0.280 F_pauli_z, 1026061.125 1 + -11418.297 x +  2192662.250 y + -1579581.750 z +  684741.688 r +  1041300.188 hue + -930.708 gamma +  1026050.938 m0 + -169415.719 1/r^3 +  871537.500 sin(hue) +  541501.812 cos(hue) +  971360.312 m0/gamma +  4739.076 K_sync + -796447.625 F_pauli_x + -1724671.500 F_pauli_y +  5263799.000 F_pauli_z + -4500.145 F_torsion, 0.000
P_5.0_V_0.1_T_0.5_C_0.05, 6438.208 1 + -388.720 x +  14433.244 y + -10231.077 z +  4356.625 r +  6534.091 hue + -13.066 gamma +  6438.126 m0 + -550.257 1/r^3 +  5468.786 sin(hue) +  3397.520 cos(hue) +  6348.080 m0/gamma +  10.390 K_sync + -1094.558 F_pauli_x +  14571.935 F_pauli_y +  5993.271 F_pauli_z + -15.290 F_torsion,-3939.054 1 +  230.773 x + -8826.057 y +  6262.498 z + -2656.616 r + -3997.718 hue +  7.994 gamma + -3939.005 m0 +  336.579 1/r^3 + -3345.938 sin(hue) + -2078.686 cos(hue) + -3883.911 m0/gamma + -6.247 K_sync +  673.972 F_pauli_x + -8909.185 F_pauli_y + -3664.168 F_pauli_z +  9.322 F_torsion,-2700.877 1 +  159.465 x + -6052.968 y +  4293.134 z + -1823.435 r + -2741.101 hue +  5.481 gamma + -2700.842 m0 +  231.138 1/r^3 + -2294.197 sin(hue) + -1425.285 cos(hue) + -2663.067 m0/gamma + -4.290 K_sync +  444.677 F_pauli_x + -6123.230 F_pauli_y + -2518.982 F_pauli_z +  6.376 F_torsion,-7991.611 1 + -3235.755 x + -15673.962 y +  14090.747 z + -849.804 r + -8110.638 hue +  16.187 gamma + -7991.500 m0 +  987.540 1/r^3 + -6788.290 sin(hue) + -4217.257 cos(hue) + -7878.827 m0/gamma +  30.042 K_sync +  2367.636 F_pauli_x + -28616.244 F_pauli_y + -9042.379 F_pauli_z +  53.628 F_torsion, 0.195 1 +  0.606 x +  0.534 y +  1.116 z +  0.135 r +  0.195 hue +  0.195 m0 + -5.049 1/r^3 +  0.164 sin(hue) +  2.055 m0/gamma +  0.030 F_pauli_x +  0.302 F_pauli_y +  0.187 F_pauli_z, 523149.875 1 + -31301.289 x +  1172635.625 y + -831450.375 z +  353660.594 r +  530941.125 hue + -1061.679 gamma +  523143.219 m0 + -44723.930 1/r^3 +  444377.438 sin(hue) +  276072.469 cos(hue) +  515826.250 m0/gamma +  839.232 K_sync + -88556.305 F_pauli_x +  1184404.000 F_pauli_y +  487136.875 F_pauli_z + -1240.916 F_torsion, 0.000
P_5.0_V_0.01_T_1.0_C_0.05, 7237.691 1 +  463.709 x +  15255.702 y + -11990.707 z +  3855.592 r +  7345.607 hue + -14.611 gamma +  7237.617 m0 + -475.452 1/r^3 +  6147.945 sin(hue) +  3819.326 cos(hue) +  7080.384 m0/gamma +  44.243 K_sync + -6293.254 F_pauli_x +  12446.994 F_pauli_y + -9178.602 F_pauli_z + -19.855 F_torsion,-4394.823 1 + -318.242 x + -9243.678 y +  7298.058 z + -2296.381 r + -4460.351 hue +  8.872 gamma + -4394.780 m0 +  275.405 1/r^3 + -3733.115 sin(hue) + -2319.148 cos(hue) + -4299.967 m0/gamma + -26.055 K_sync +  3675.337 F_pauli_x + -7339.621 F_pauli_y +  4842.289 F_pauli_z +  10.000 F_torsion,-3052.938 1 + -181.971 x + -6442.868 y +  5051.823 z + -1643.112 r + -3098.457 hue +  6.163 gamma + -3052.907 m0 +  203.538 1/r^3 + -2593.271 sin(hue) + -1611.034 cos(hue) + -2986.449 m0/gamma + -18.869 K_sync +  2694.867 F_pauli_x + -5300.683 F_pauli_y +  4029.467 F_pauli_z +  8.907 F_torsion,-8121.223 1 + -2679.763 x + -15745.939 y +  14278.405 z + -1638.561 r + -8242.346 hue +  16.393 gamma + -8121.142 m0 +  750.695 1/r^3 + -6898.466 sin(hue) + -4285.536 cos(hue) + -7930.122 m0/gamma + -47.158 K_sync +  14897.826 F_pauli_x + -17828.664 F_pauli_y +  14367.474 F_pauli_z +  69.170 F_torsion,-0.250 1 +  0.532 x +  0.811 y +  0.419 z +  0.127 r + -0.258 hue + -0.250 m0 + -7.069 1/r^3 + -0.215 sin(hue) + -0.128 cos(hue) +  2.268 m0/gamma + -0.068 F_pauli_x +  0.273 F_pauli_y + -0.163 F_pauli_z, 591476.438 1 +  38412.516 x +  1246454.875 y + -980152.125 z +  314457.250 r +  600295.500 hue + -1194.051 gamma +  591470.562 m0 + -38619.562 1/r^3 +  502420.625 sin(hue) +  312121.938 cos(hue) +  578633.188 m0/gamma +  3601.802 K_sync + -511900.719 F_pauli_x +  1013346.312 F_pauli_y + -737005.938 F_pauli_z + -1588.114 F_torsion, 0.000
P_5.0_V_0.1_T_1.0_C_0.0, 6257.178 1 + -1230.211 x +  14319.595 y + -9837.172 z +  4902.130 r +  6350.498 hue + -12.753 gamma +  6257.113 m0 + -60.777 1/r^3 +  5315.085 sin(hue) +  3301.885 cos(hue) +  6103.902 m0/gamma +  47.084 K_sync + -5480.226 F_pauli_x +  12620.722 F_pauli_y +  2145.980 F_pauli_z + -21.155 F_torsion,-3787.325 1 +  788.372 x + -8695.194 y +  5936.719 z + -3021.882 r + -3843.809 hue +  7.719 gamma + -3787.286 m0 +  40.294 1/r^3 + -3217.098 sin(hue) + -1998.555 cos(hue) + -3694.724 m0/gamma + -29.233 K_sync +  3416.302 F_pauli_x + -7637.482 F_pauli_y + -1368.561 F_pauli_z +  13.314 F_torsion,-2691.943 1 +  410.992 x + -6085.558 y +  4280.745 z + -1960.778 r + -2732.092 hue +  5.486 gamma + -2691.916 m0 +  20.652 1/r^3 + -2286.639 sin(hue) + -1420.527 cos(hue) + -2626.138 m0/gamma + -18.257 K_sync +  2076.312 F_pauli_x + -5428.998 F_pauli_y + -901.706 F_pauli_z +  7.638 F_torsion,-5083.539 1 +  1903.409 x + -12266.640 y +  7727.491 z + -5109.888 r + -5159.266 hue +  10.411 gamma + -5083.487 m0 +  705.067 1/r^3 + -4318.104 sin(hue) + -2682.631 cos(hue) + -5001.871 m0/gamma + -71.158 K_sync +  15287.691 F_pauli_x + -12428.391 F_pauli_y + -20528.342 F_pauli_z +  64.252 F_torsion,-0.569 1 +  0.108 x +  0.730 y + -0.484 z +  0.118 r + -0.582 hue + -0.569 m0 + -8.106 1/r^3 + -0.486 sin(hue) + -0.296 cos(hue) +  2.276 m0/gamma + -0.018 F_pauli_x +  0.341 F_pauli_y + -0.150 F_pauli_z, 509329.719 1 + -104006.852 x +  1168069.000 y + -799224.188 z +  403858.875 r +  516925.844 hue + -1038.122 gamma +  509324.656 m0 + -5276.758 1/r^3 +  432644.031 sin(hue) +  268771.125 cos(hue) +  496879.594 m0/gamma +  3895.079 K_sync + -452961.656 F_pauli_x +  1027863.875 F_pauli_y +  182814.141 F_pauli_z + -1761.046 F_torsion, 0.000
P_6.0_V_0.0_T_0.5_C_0.01, 4856.379 1 + -56.365 x +  10379.401 y + -7475.401 z +  3243.764 r +  4928.507 hue + -4.405 gamma +  4856.332 m0 + -801.888 1/r^3 +  4125.016 sin(hue) +  2562.946 cos(hue) +  4597.479 m0/gamma +  22.448 K_sync + -3771.532 F_pauli_x + -8161.765 F_pauli_y +  24916.334 F_pauli_z + -21.310 F_torsion,-2954.803 1 +  31.539 x + -6313.474 y +  4549.271 z + -1970.229 r + -2998.689 hue +  2.680 gamma + -2954.772 m0 +  487.812 1/r^3 + -2509.813 sin(hue) + -1559.392 cos(hue) + -2797.278 m0/gamma + -13.640 K_sync +  2294.188 F_pauli_x +  4966.759 F_pauli_y + -15155.229 F_pauli_z +  12.949 F_torsion,-1832.607 1 +  20.323 x + -3916.200 y +  2821.255 z + -1222.911 r + -1859.825 hue +  1.662 gamma + -1832.587 m0 +  302.767 1/r^3 + -1556.620 sin(hue) + -967.155 cos(hue) + -1734.909 m0/gamma + -8.461 K_sync +  1423.389 F_pauli_x +  3084.929 F_pauli_y + -9407.075 F_pauli_z +  8.044 F_torsion,-6440.222 1 + -4033.007 x + -11163.327 y +  11324.143 z +  760.496 r + -6535.879 hue +  5.824 gamma + -6440.156 m0 +  1261.179 1/r^3 + -5470.338 sin(hue) + -3398.810 cos(hue) + -6097.534 m0/gamma +  25.366 K_sync +  6486.540 F_pauli_x +  10414.000 F_pauli_y + -38598.156 F_pauli_z +  79.537 F_torsion, 0.404 1 + -0.104 x + -0.337 y +  0.558 z +  0.070 r +  0.410 hue +  0.404 m0 + -3.580 1/r^3 +  0.343 sin(hue) +  0.213 cos(hue) +  0.660 m0/gamma + -0.030 F_pauli_x + -0.113 F_pauli_y +  0.280 F_pauli_z, 1026061.125 1 + -11418.297 x +  2192662.250 y + -1579581.750 z +  684741.688 r +  1041300.188 hue + -930.708 gamma +  1026050.938 m0 + -169415.719 1/r^3 +  871537.500 sin(hue) +  541501.812 cos(hue) +  971360.312 m0/gamma +  4739.076 K_sync + -796447.625 F_pauli_x + -1724671.500 F_pauli_y +  5263799.000 F_pauli_z + -4500.145 F_torsion, 0.000
P_6.0_V_0.01_T_1.0_C_0.0, 5578.090 1 +  752.554 x +  11437.861 y + -8996.501 z +  2680.035 r +  5660.867 hue + -5.070 gamma +  5578.044 m0 + -306.703 1/r^3 +  4738.012 sin(hue) +  2943.894 cos(hue) +  5375.497 m0/gamma + -11.031 K_sync + -8143.863 F_pauli_x + -3910.349 F_pauli_y +  10731.525 F_pauli_z + -2.095 F_torsion,-3409.716 1 + -491.132 x + -6972.177 y +  5509.982 z + -1600.005 r + -3460.315 hue +  3.099 gamma + -3409.687 m0 +  186.707 1/r^3 + -2896.201 sin(hue) + -1799.513 cos(hue) + -3286.231 m0/gamma +  6.797 K_sync +  5063.450 F_pauli_x +  2317.532 F_pauli_y + -6540.799 F_pauli_z +  1.148 F_torsion,-2130.244 1 + -312.908 x + -4352.126 y +  3444.484 z + -992.161 r + -2161.856 hue +  1.936 gamma + -2130.226 m0 +  116.504 1/r^3 + -1809.422 sin(hue) + -1124.258 cos(hue) + -2053.179 m0/gamma +  4.251 K_sync +  3184.762 F_pauli_x +  1433.575 F_pauli_y + -4082.103 F_pauli_z +  0.692 F_torsion,-6108.818 1 + -3438.148 x + -10792.661 y +  10835.368 z +  349.963 r + -6199.451 hue +  5.537 gamma + -6108.771 m0 +  650.701 1/r^3 + -5188.803 sin(hue) + -3224.007 cos(hue) + -5915.547 m0/gamma +  51.027 K_sync +  10276.106 F_pauli_x +  12294.690 F_pauli_y + -21370.887 F_pauli_z +  44.878 F_torsion,-0.066 1 +  0.050 x +  0.171 y +  0.038 z +  0.057 r + -0.068 hue + -0.066 m0 + -2.235 1/r^3 + -0.057 sin(hue) + -0.034 cos(hue) +  0.824 m0/gamma + -0.067 F_pauli_x + -0.023 F_pauli_y +  0.096 F_pauli_z, 1180471.125 1 +  159950.406 x +  2420120.500 y + -1904137.125 z +  566317.375 r +  1197989.125 hue + -1072.917 gamma +  1180461.375 m0 + -64886.008 1/r^3 +  1002688.312 sin(hue) +  623005.812 cos(hue) +  1137597.375 m0/gamma + -2338.215 K_sync + -1723341.500 F_pauli_x + -826832.375 F_pauli_y +  2270158.000 F_pauli_z + -441.124 F_torsion, 0.000
P_5.0_V_0.1_T_1.0_C_0.01, 6257.178 1 + -1230.211 x +  14319.595 y + -9837.172 z +  4902.130 r +  6350.498 hue + -12.753 gamma +  6257.113 m0 + -60.777 1/r^3 +  5315.085 sin(hue) +  3301.885 cos(hue) +  6103.902 m0/gamma +  47.084 K_sync + -5480.226 F_pauli_x +  12620.722 F_pauli_y +  2145.980 F_pauli_z + -21.155 F_torsion,-3787.325 1 +  788.372 x + -8695.194 y +  5936.719 z + -3021.882 r + -3843.809 hue +  7.719 gamma + -3787.286 m0 +  40.294 1/r^3 + -3217.098 sin(hue) + -1998.555 cos(hue) + -3694.724 m0/gamma + -29.233 K_sync +  3416.302 F_pauli_x + -7637.482 F_pauli_y + -1368.561 F_pauli_z +  13.314 F_torsion,-2691.943 1 +  410.992 x + -6085.558 y +  4280.745 z + -1960.778 r + -2732.092 hue +  5.486 gamma + -2691.916 m0 +  20.652 1/r^3 + -2286.639 sin(hue) + -1420.527 cos(hue) + -2626.138 m0/gamma + -18.257 K_sync +  2076.312 F_pauli_x + -5428.998 F_pauli_y + -901.706 F_pauli_z +  7.638 F_torsion,-5083.539 1 +  1903.409 x + -12266.640 y +  7727.491 z + -5109.888 r + -5159.266 hue +  10.411 gamma + -5083.487 m0 +  705.067 1/r^3 + -4318.104 sin(hue) + -2682.631 cos(hue) + -5001.871 m0/gamma + -71.158 K_sync +  15287.691 F_pauli_x + -12428.391 F_pauli_y + -20528.342 F_pauli_z +  64.252 F_torsion,-0.569 1 +  0.108 x +  0.730 y + -0.484 z +  0.118 r + -0.582 hue + -0.569 m0 + -8.106 1/r^3 + -0.486 sin(hue) + -0.296 cos(hue) +  2.276 m0/gamma + -0.018 F_pauli_x +  0.341 F_pauli_y + -0.150 F_pauli_z, 509329.719 1 + -104006.852 x +  1168069.000 y + -799224.188 z +  403858.875 r +  516925.844 hue + -1038.122 gamma +  509324.656 m0 + -5276.758 1/r^3 +  432644.031 sin(hue) +  268771.125 cos(hue) +  496879.594 m0/gamma +  3895.079 K_sync + -452961.656 F_pauli_x +  1027863.875 F_pauli_y +  182814.141 F_pauli_z + -1761.046 F_torsion, 0.000
P_6.0_V_0.01_T_1.0_C_0.01, 5578.090 1 +  752.554 x +  11437.861 y + -8996.501 z +  2680.035 r +  5660.867 hue + -5.070 gamma +  5578.044 m0 + -306.703 1/r^3 +  4738.012 sin(hue) +  2943.894 cos(hue) +  5375.497 m0/gamma + -11.031 K_sync + -8143.863 F_pauli_x + -3910.349 F_pauli_y +  10731.525 F_pauli_z + -2.095 F_torsion,-3409.716 1 + -491.132 x + -6972.177 y +  5509.982 z + -1600.005 r + -3460.315 hue +  3.099 gamma + -3409.687 m0 +  186.707 1/r^3 + -2896.201 sin(hue) + -1799.513 cos(hue) + -3286.231 m0/gamma +  6.797 K_sync +  5063.450 F_pauli_x +  2317.532 F_pauli_y + -6540.799 F_pauli_z +  1.148 F_torsion,-2130.244 1 + -312.908 x + -4352.126 y +  3444.484 z + -992.161 r + -2161.856 hue +  1.936 gamma + -2130.226 m0 +  116.504 1/r^3 + -1809.422 sin(hue) + -1124.258 cos(hue) + -2053.179 m0/gamma +  4.251 K_sync +  3184.762 F_pauli_x +  1433.575 F_pauli_y + -4082.103 F_pauli_z +  0.692 F_torsion,-6108.818 1 + -3438.148 x + -10792.661 y +  10835.368 z +  349.963 r + -6199.451 hue +  5.537 gamma + -6108.771 m0 +  650.701 1/r^3 + -5188.803 sin(hue) + -3224.007 cos(hue) + -5915.547 m0/gamma +  51.027 K_sync +  10276.106 F_pauli_x +  12294.690 F_pauli_y + -21370.887 F_pauli_z +  44.878 F_torsion,-0.066 1 +  0.050 x +  0.171 y +  0.038 z +  0.057 r + -0.068 hue + -0.066 m0 + -2.235 1/r^3 + -0.057 sin(hue) + -0.034 cos(hue) +  0.824 m0/gamma + -0.067 F_pauli_x + -0.023 F_pauli_y +  0.096 F_pauli_z, 1180471.125 1 +  159950.406 x +  2420120.500 y + -1904137.125 z +  566317.375 r +  1197989.125 hue + -1072.917 gamma +  1180461.375 m0 + -64886.008 1/r^3 +  1002688.312 sin(hue) +  623005.812 cos(hue) +  1137597.375 m0/gamma + -2338.215 K_sync + -1723341.500 F_pauli_x + -826832.375 F_pauli_y +  2270158.000 F_pauli_z + -441.124 F_torsion, 0.000
